data;fatturato;settore
21/11/14;3258.43;Snowboard
21/11/14;106.43;Tennis
22/11/14;857.72;Bambino
22/11/14;10708.32;Calcio
22/11/14;2193.02;Casual
22/11/14;9568.15;Fitness
22/11/14;242.88;Nuoto
22/11/14;5124.65;Pesca
22/11/14;1050.67;Running
22/11/14;6632.02;Sci
22/11/14;1105.25;Trekking
23/11/14;3684.15;Bambino
23/11/14;11573.42;Calcio
23/11/14;15659.27;Casual
23/11/14;2859.99;Fitness
23/11/14;731.92;Golf
23/11/14;7954.76;Pesca
23/11/14;757.3;Rugby
23/11/14;1908.94;Running
23/11/14;1687.34;Sci
24/11/14;26375.78;Calcio
24/11/14;9257.86;Casual
24/11/14;21825.83;Fitness
24/11/14;11693.49;Pesca
24/11/14;6981.33;Running
24/11/14;21643.15;Sci
24/11/14;764.12;Snowboard
25/11/14;1080.68;Arti marziali
25/11/14;979.98;Bambino
25/11/14;953.79;Basket
25/11/14;16684.56;Calcio
25/11/14;19965.64;Casual
25/11/14;9014.57;Fitness
25/11/14;13704.36;Pesca
25/11/14;4688.42;Running
25/11/14;489.58;Snowboard
25/11/14;1591.55;Tennis
26/11/14;11713.14;Calcio
26/11/14;10284.51;Casual
26/11/14;10827.85;Fitness
26/11/14;11698.13;Pesca
26/11/14;1350.86;Running
26/11/14;9306.44;Sci
27/11/14;17089.27;Calcio
27/11/14;5500.3;Casual
27/11/14;2768.02;Fitness
27/11/14;633.67;Nuoto
27/11/14;13235.24;Pesca
27/11/14;7841.78;Running
27/11/14;14475.43;Sci
28/11/14;1129.81;Basket
28/11/14;14818.74;Calcio
28/11/14;6085.94;Casual
28/11/14;915.03;Fitness
28/11/14;13507.19;Pesca
28/11/14;9167.8;Snowboard
28/11/14;587.01;Subacquea
29/11/14;14085.73;Calcio
29/11/14;17622.52;Casual
29/11/14;11739.89;Fitness
29/11/14;121.44;Nuoto
29/11/14;17634.53;Pesca
29/11/14;3315.74;Running
29/11/14;16352.17;Sci
29/11/14;2128.62;Snowboard
30/11/14;3684.15;Bambino
30/11/14;21633.06;Calcio
30/11/14;13277.68;Casual
30/11/14;7675.86;Fitness
30/11/14;316.84;Nuoto
30/11/14;5491.43;Pesca
30/11/14;16251.47;Sci
30/11/14;1735.64;Snowboard
01/12/14;576.09;Arti marziali
01/12/14;1307.74;Basket
01/12/14;29647.04;Calcio
01/12/14;11141.42;Casual
01/12/14;10225.56;Fitness
01/12/14;13027.97;Pesca
01/12/14;10701.5;Sci
01/12/14;1225.59;Snowboard
02/12/14;564.9;Basket
02/12/14;29028.92;Calcio
02/12/14;15862.59;Casual
02/12/14;15007.45;Fitness
02/12/14;29192.93;Pesca
02/12/14;1226.69;Rugby
02/12/14;21092.71;Sci
02/12/14;7679.68;Snowboard
02/12/14;552.62;Subacquea
03/12/14;979.98;Bambino
03/12/14;30978.24;Calcio
03/12/14;7778.47;Casual
03/12/14;816.52;Ciclismo
03/12/14;14611.2;Fitness
03/12/14;979.98;Mare
03/12/14;66.86;Nuoto
03/12/14;7546.78;Pesca
03/12/14;3542.24;Running
03/12/14;11845.22;Sci
03/12/14;8522.67;Snowboard
04/12/14;564.9;Basket
04/12/14;19162.22;Calcio
04/12/14;19628.06;Casual
04/12/14;1329.02;Ciclismo
04/12/14;9388.44;Fitness
04/12/14;12773.49;Pesca
04/12/14;8173.36;Sci
04/12/14;6113.23;Snowboard
05/12/14;1198.03;Arti marziali
05/12/14;380.15;Bambino
05/12/14;17793.63;Calcio
05/12/14;21900.5;Casual
05/12/14;3420.8;Fitness
05/12/14;3669;Pesca
05/12/14;1105.25;Running
05/12/14;6928.93;Sci
06/12/14;977.53;Bambino
06/12/14;564.9;Basket
06/12/14;19808.17;Calcio
06/12/14;3603.92;Casual
06/12/14;6318.18;Fitness
06/12/14;417.54;Nuoto
06/12/14;2851.81;Pesca
06/12/14;977.53;Running
06/12/14;19480.69;Sci
06/12/14;147.37;Tennis
06/12/14;1594.01;Trekking
07/12/14;1851.35;Bambino
07/12/14;11875.24;Calcio
07/12/14;12914.45;Casual
07/12/14;2984.03;Fitness
07/12/14;5100.23;Pesca
07/12/14;13208.36;Sci
07/12/14;1151.64;Snowboard
08/12/14;614.03;Bambino
08/12/14;1050.67;Basket
08/12/14;32874.9;Calcio
08/12/14;11840.59;Casual
08/12/14;17554.02;Fitness
08/12/14;4884.91;Golf
08/12/14;2637.85;Pesca
08/12/14;4897.19;Sci
08/12/14;1308.28;Snowboard
09/12/14;564.9;Basket
09/12/14;32701.61;Calcio
09/12/14;21967.9;Casual
09/12/14;587.01;Fitness
09/12/14;1241.7;Mare
09/12/14;10248.62;Pesca
09/12/14;1692.25;Running
09/12/14;11213.73;Sci
09/12/14;1594.01;Snowboard
10/12/14;1676.97;Basket
10/12/14;21165.58;Calcio
10/12/14;14694.03;Casual
10/12/14;1304.73;Ciclismo
10/12/14;3180.65;Fitness
10/12/14;1724.73;Mare
10/12/14;5784.52;Pesca
10/12/14;2431.54;Running
10/12/14;14459.06;Sci
10/12/14;10454.8;Snowboard
10/12/14;2087.69;Tennis
10/12/14;734.37;Trekking
10/12/14;614.03;Volley
11/12/14;977.53;Bambino
11/12/14;29944.5;Calcio
11/12/14;14965.02;Casual
11/12/14;13121.44;Fitness
11/12/14;5650.94;Pesca
11/12/14;2034.2;Running
11/12/14;16838.48;Sci
11/12/14;1228.05;Snowboard
12/12/14;169.47;Arti marziali
12/12/14;3684.15;Bambino
12/12/14;1824.34;Basket
12/12/14;23787.6;Calcio
12/12/14;6666.95;Casual
12/12/14;1223.14;Danza
12/12/14;15420.9;Fitness
12/12/14;775.04;Mare
12/12/14;488.49;Nuoto
12/12/14;9045.82;Pesca
12/12/14;18826.55;Sci
13/12/14;406.62;Arti marziali
13/12/14;817.34;Basket
13/12/14;22616.59;Calcio
13/12/14;10625.09;Casual
13/12/14;8387.85;Fitness
13/12/14;1067.31;Nuoto
13/12/14;2440.54;Pesca
13/12/14;319.29;Running
13/12/14;13490.81;Sci
13/12/14;442.1;Snowboard
14/12/14;2079.77;Bambino
14/12/14;1594.01;Basket
14/12/14;35519.57;Calcio
14/12/14;17082.99;Casual
14/12/14;292.28;Danza
14/12/14;7942.48;Fitness
14/12/14;1691.71;Pesca
14/12/14;26212.32;Sci
14/12/14;17525.64;Snowboard
14/12/14;212.86;Tennis
15/12/14;1715.45;Bambino
15/12/14;3099.05;Basket
15/12/14;38600.07;Calcio
15/12/14;10970.85;Casual
15/12/14;12078.55;Fitness
15/12/14;929.77;Nuoto
15/12/14;9202.46;Pesca
15/12/14;9086.21;Sci
15/12/14;7368.3;Snowboard
16/12/14;540.34;Bambino
16/12/14;1915.76;Basket
16/12/14;41439.32;Calcio
16/12/14;19033.14;Casual
16/12/14;9834.77;Fitness
16/12/14;681.43;Nuoto
16/12/14;20744.49;Pesca
16/12/14;2832.7;Running
16/12/14;25473.03;Sci
16/12/14;2453.64;Snowboard
16/12/14;2087.69;Trekking
17/12/14;1357.68;Bambino
17/12/14;2205.58;Basket
17/12/14;42414.12;Calcio
17/12/14;3327.74;Casual
17/12/14;1082.87;Ciclismo
17/12/14;5991.11;Fitness
17/12/14;1851.9;Nuoto
17/12/14;11482.54;Pesca
17/12/14;791.41;Rugby
17/12/14;1105.25;Running
17/12/14;5742.09;Sci
17/12/14;5655.03;Snowboard
17/12/14;515.78;Tennis
18/12/14;736.83;Basket
18/12/14;10178.08;Calcio
18/12/14;5556.24;Casual
18/12/14;761.94;Ciclismo
18/12/14;6576.89;Fitness
18/12/14;1418.81;Pesca
18/12/14;6263.06;Sci
18/12/14;3831.52;Snowboard
19/12/14;1586.37;Basket
19/12/14;11925.73;Calcio
19/12/14;2453.64;Casual
19/12/14;6546.87;Fitness
19/12/14;633.67;Nuoto
19/12/14;5736.63;Pesca
19/12/14;442.1;Snowboard
20/12/14;7338.83;Calcio
20/12/14;1554.17;Casual
20/12/14;1294.64;Fitness
20/12/14;36.84;Pesca
20/12/14;1970.34;Rugby
20/12/14;4524.68;Running
20/12/14;4762.11;Sci
20/12/14;540.34;Snowboard
20/12/14;595.19;Volley
21/12/14;4502.3;Calcio
21/12/14;2097.51;Casual
21/12/14;1634.67;Fitness
21/12/14;5134.34;Pesca
21/12/14;1842.08;Sci
22/12/14;1105.25;Basket
22/12/14;4369.4;Calcio
22/12/14;2701.71;Fitness
22/12/14;4535.33;Pesca
22/12/14;3165.64;Running
23/12/14;2578.91;Calcio
23/12/14;2677.15;Casual
23/12/14;488.76;Mare
23/12/14;705.99;Nuoto
23/12/14;1696.62;Pesca
23/12/14;2701.71;Running
23/12/14;19335.51;Sci
23/12/14;5157.81;Snowboard
24/12/14;1471.2;Basket
24/12/14;614.03;Calcio
24/12/14;2726.27;Casual
24/12/14;2701.71;Running
25/12/14;3684.15;Bambino
25/12/14;1571.9;Calcio
25/12/14;3264.16;Pesca
26/12/14;3291.17;Casual
26/12/14;2782.76;Fitness
26/12/14;633.67;Nuoto
26/12/14;6672;Pesca
26/12/14;2701.71;Running
26/12/14;2330.84;Sci
26/12/14;7791.3;Snowboard
27/12/14;6223.21;Calcio
27/12/14;734.37;Casual
27/12/14;146.14;Fitness
27/12/14;1439.27;Pesca
27/12/14;1594.01;Trekking
28/12/14;518.51;Bambino
28/12/14;5364.12;Calcio
28/12/14;817.34;Casual
28/12/14;4481.56;Pesca
28/12/14;817.34;Running
28/12/14;9436.06;Sci
29/12/14;2210.49;Bambino
29/12/14;982.44;Basket
29/12/14;6218.3;Calcio
29/12/14;14490.72;Casual
29/12/14;4174.14;Fitness
29/12/14;407.99;Mare
29/12/14;167.83;Nuoto
29/12/14;2726.27;Pesca
29/12/14;7330.64;Sci
29/12/14;540.34;Snowboard
30/12/14;1745.2;Basket
30/12/14;8134.06;Calcio
30/12/14;18399.74;Casual
30/12/14;5133.79;Fitness
30/12/14;407.99;Mare
30/12/14;320.38;Nuoto
30/12/14;3910.52;Pesca
30/12/14;4227.77;Running
30/12/14;652.78;Sci
30/12/14;2208.03;Snowboard
31/12/14;1442.28;Bambino
31/12/14;1526.33;Calcio
31/12/14;6922.11;Casual
31/12/14;1744.38;Fitness
31/12/14;12243.93;Pesca
31/12/14;6125.24;Running
31/12/14;2161.37;Sci
01/01/15;1772.08;Bambino
01/01/15;4465.46;Calcio
01/01/15;8160.12;Casual
01/01/15;4279.34;Fitness
01/01/15;285.18;Nuoto
01/01/15;1488.4;Pesca
01/01/15;2701.71;Running
01/01/15;10310.16;Sci
01/01/15;1031.56;Trekking
02/01/15;1657.87;Basket
02/01/15;13070;Calcio
02/01/15;8144.7;Casual
02/01/15;10909.18;Fitness
02/01/15;6209.57;Pesca
02/01/15;13260.21;Sci
02/01/15;4639.57;Snowboard
02/01/15;953.24;Trekking
03/01/15;2849.08;Bambino
03/01/15;15864.77;Calcio
03/01/15;25254.17;Casual
03/01/15;8622.96;Fitness
03/01/15;843.53;Mare
03/01/15;908.76;Nuoto
03/01/15;5268.88;Pesca
03/01/15;4966.78;Running
03/01/15;26599.84;Sci
03/01/15;5921.93;Snowboard
03/01/15;731.37;Tennis
04/01/15;10572.15;Calcio
04/01/15;40284;Casual
04/01/15;11268.31;Fitness
04/01/15;489.86;Mare
04/01/15;1102.79;Nuoto
04/01/15;1915.76;Pesca
04/01/15;6357.21;Running
04/01/15;9123.05;Sci
04/01/15;9925.37;Snowboard
05/01/15;569.82;Arceria
05/01/15;2210.49;Bambino
05/01/15;20300.49;Calcio
05/01/15;37240.75;Casual
05/01/15;2456.1;Fitness
05/01/15;135.09;Mare
05/01/15;4772.75;Pesca
05/01/15;10612.26;Running
05/01/15;7024.72;Sci
05/01/15;1526.06;Snowboard
05/01/15;4719.26;Trekking
06/01/15;1908.94;Basket
06/01/15;7505.84;Calcio
06/01/15;20888.04;Casual
06/01/15;408.26;Ciclismo
06/01/15;4175.37;Fitness
06/01/15;584.28;Nuoto
06/01/15;13146.41;Pesca
06/01/15;9027.53;Running
06/01/15;5897.64;Sci
06/01/15;16960.74;Snowboard
06/01/15;1526.06;Tennis
07/01/15;564.9;Basket
07/01/15;14757.07;Calcio
07/01/15;11437.65;Casual
07/01/15;8658.98;Fitness
07/01/15;19458.32;Pesca
07/01/15;7252.32;Running
07/01/15;16685.11;Sci
07/01/15;6200.56;Snowboard
08/01/15;2210.49;Bambino
08/01/15;13538.3;Calcio
08/01/15;23694.54;Casual
08/01/15;13432.55;Fitness
08/01/15;5282.93;Pesca
08/01/15;3298;Running
08/01/15;10751.44;Sci
08/01/15;17291.49;Snowboard
09/01/15;1657.87;Basket
09/01/15;9135.05;Calcio
09/01/15;20021.99;Casual
09/01/15;11020.52;Fitness
09/01/15;2369.86;Pesca
09/01/15;1226.69;Rugby
09/01/15;9668.85;Running
09/01/15;18642.34;Sci
09/01/15;856.91;Snowboard
09/01/15;1471.2;Tennis
10/01/15;1772.08;Bambino
10/01/15;1657.87;Basket
10/01/15;9461.99;Calcio
10/01/15;15336.98;Casual
10/01/15;6716.61;Fitness
10/01/15;462.57;Nuoto
10/01/15;10352.19;Pesca
10/01/15;791.41;Rugby
10/01/15;3191.57;Running
10/01/15;7133.88;Sci
10/01/15;1594.01;Trekking
11/01/15;10939.2;Calcio
11/01/15;13959.65;Casual
11/01/15;6326.5;Fitness
11/01/15;1102.79;Nuoto
11/01/15;3203.3;Pesca
11/01/15;3245.33;Running
11/01/15;957.88;Sci
11/01/15;5389.78;Snowboard
12/01/15;243.15;Arti marziali
12/01/15;1127.08;Bambino
12/01/15;12149.24;Calcio
12/01/15;25770.08;Casual
12/01/15;5858.21;Fitness
12/01/15;1724.73;Mare
12/01/15;432.82;Nuoto
12/01/15;12022.06;Pesca
12/01/15;5157.81;Running
12/01/15;27232.69;Sci
12/01/15;736.83;Snowboard
13/01/15;8463.17;Calcio
13/01/15;29391.6;Casual
13/01/15;292.28;Danza
13/01/15;8157.12;Fitness
13/01/15;2375.05;Pesca
13/01/15;11471.35;Running
13/01/15;6029.45;Sci
13/01/15;8386.22;Snowboard
13/01/15;1855.72;Trekking
14/01/15;5518.58;Calcio
14/01/15;17523.05;Casual
14/01/15;871.1;Ciclismo
14/01/15;12363.19;Fitness
14/01/15;6263.06;Pesca
14/01/15;4578.17;Running
14/01/15;5850.16;Sci
14/01/15;7532.04;Snowboard
15/01/15;3366.77;Bambino
15/01/15;900.57;Basket
15/01/15;7869.62;Calcio
15/01/15;14391.65;Casual
15/01/15;10559.73;Fitness
15/01/15;1528.24;Nuoto
15/01/15;7156.8;Pesca
15/01/15;2617.11;Running
15/01/15;2343.94;Sci
15/01/15;4453.73;Snowboard
16/01/15;6586.17;Calcio
16/01/15;6367.85;Casual
16/01/15;5327.69;Fitness
16/01/15;18505.35;Pesca
16/01/15;1105.25;Running
16/01/15;3549.61;Sci
16/01/15;3152;Snowboard
17/01/15;1444.19;Calcio
17/01/15;13160.6;Casual
17/01/15;368.42;Fitness
17/01/15;6495.7;Pesca
17/01/15;9648.38;Running
17/01/15;785.95;Sci
17/01/15;11628.54;Snowboard
18/01/15;4985.88;Basket
18/01/15;16880.23;Calcio
18/01/15;12981.58;Casual
18/01/15;1089.42;Fitness
18/01/15;238.79;Mare
18/01/15;2980.07;Pesca
18/01/15;7174.54;Running
18/01/15;5003.35;Sci
19/01/15;1125.71;Basket
19/01/15;11266.13;Calcio
19/01/15;16227.59;Casual
19/01/15;11544.05;Fitness
19/01/15;13738.6;Pesca
19/01/15;5988.24;Running
19/01/15;3898.1;Sci
19/01/15;5711.8;Snowboard
19/01/15;1335.3;Volley
20/01/15;1594.69;Bambino
20/01/15;1657.87;Basket
20/01/15;10621.54;Calcio
20/01/15;40446.51;Casual
20/01/15;11774.41;Fitness
20/01/15;4769.2;Pesca
20/01/15;2674.42;Running
20/01/15;6627.38;Sci
20/01/15;13242.2;Snowboard
20/01/15;1241.7;Volley
21/01/15;12391.3;Calcio
21/01/15;25642.91;Casual
21/01/15;9817.85;Fitness
21/01/15;1694.71;Nuoto
21/01/15;13547.85;Pesca
21/01/15;4119.43;Running
21/01/15;1196.12;Sci
21/01/15;4985.88;Snowboard
22/01/15;3299.91;Bambino
22/01/15;3599.55;Basket
22/01/15;6588.9;Calcio
22/01/15;26809.83;Casual
22/01/15;9221.29;Fitness
22/01/15;4843.7;Pesca
22/01/15;6980.78;Running
22/01/15;6966.05;Sci
22/01/15;1623.76;Snowboard
22/01/15;36.84;Tennis
23/01/15;8082.48;Calcio
23/01/15;12287.32;Casual
23/01/15;3854.17;Fitness
23/01/15;3100.14;Pesca
23/01/15;3362.13;Running
23/01/15;7485.65;Sci
23/01/15;3629.57;Snowboard
24/01/15;518.51;Bambino
24/01/15;1842.08;Basket
24/01/15;2079.77;Calcio
24/01/15;8755.72;Casual
24/01/15;545.8;Fitness
24/01/15;8486.37;Pesca
24/01/15;1226.69;Rugby
24/01/15;2273.26;Running
24/01/15;1002.09;Subacquea
24/01/15;488.76;Volley
25/01/15;4840.7;Calcio
25/01/15;10562.87;Casual
25/01/15;1416.9;Fitness
25/01/15;1033.75;Pesca
25/01/15;6205.75;Sci
26/01/15;271.54;Bambino
26/01/15;564.9;Basket
26/01/15;5054.65;Calcio
26/01/15;16035.33;Casual
26/01/15;3167.28;Fitness
26/01/15;719.09;Nuoto
26/01/15;15014.41;Pesca
26/01/15;4715.71;Sci
26/01/15;3992.53;Snowboard
27/01/15;2039.52;Bambino
27/01/15;3684.15;Basket
27/01/15;3545.79;Calcio
27/01/15;4579.81;Casual
27/01/15;1211.68;Fitness
27/01/15;437.19;Nuoto
27/01/15;3662.05;Pesca
27/01/15;4692.52;Running
27/01/15;652.78;Sci
27/01/15;24001.83;Snowboard
28/01/15;871.1;Bambino
28/01/15;3425.44;Calcio
28/01/15;12489;Casual
28/01/15;299.1;Ciclismo
28/01/15;4624.02;Fitness
28/01/15;238.79;Mare
28/01/15;66.86;Nuoto
28/01/15;7500.38;Pesca
28/01/15;1226.69;Rugby
28/01/15;272.79;Running
28/01/15;1378.15;Sci
28/01/15;6683.59;Snowboard
29/01/15;6281.89;Calcio
29/01/15;19824.14;Casual
29/01/15;6644.71;Fitness
29/01/15;7274.01;Pesca
29/01/15;3710.08;Running
29/01/15;9808.03;Sci
30/01/15;1322.2;Basket
30/01/15;2981.71;Calcio
30/01/15;11986.31;Casual
30/01/15;10275.5;Fitness
30/01/15;9954.57;Pesca
30/01/15;785.95;Running
30/01/15;4412.25;Sci
30/01/15;442.1;Snowboard
31/01/15;1526.06;Basket
31/01/15;4619.38;Calcio
31/01/15;26355.86;Casual
31/01/15;2101.33;Fitness
31/01/15;147.37;Nuoto
31/01/15;8211.29;Pesca
31/01/15;2428.81;Running
31/01/15;1021.74;Sci
01/02/15;1842.08;Basket
01/02/15;16163.05;Calcio
01/02/15;11314.43;Casual
01/02/15;2094.51;Fitness
01/02/15;238.79;Mare
01/02/15;4865.81;Pesca
01/02/15;896.48;Running
01/02/15;10015.43;Sci
01/02/15;361.05;Tennis
01/02/15;2044.7;Trekking
01/02/15;1335.3;Volley
02/02/15;2477.93;Bambino
02/02/15;16775.16;Calcio
02/02/15;13276.59;Casual
02/02/15;14136.9;Fitness
02/02/15;5394.14;Pesca
02/02/15;5754.64;Running
02/02/15;2595.82;Sci
02/02/15;19457.77;Snowboard
02/02/15;488.76;Volley
03/02/15;5994.25;Calcio
03/02/15;13931.27;Casual
03/02/15;5576.03;Fitness
03/02/15;5817.96;Pesca
03/02/15;2674.42;Running
03/02/15;22736.12;Sci
03/02/15;611.3;Snowboard
04/02/15;122.81;Arti marziali
04/02/15;15711.94;Calcio
04/02/15;20839.74;Casual
04/02/15;5403.42;Fitness
04/02/15;1652.96;Nuoto
04/02/15;6534.32;Pesca
04/02/15;5572.62;Running
04/02/15;1943.05;Sci
04/02/15;2674.42;Snowboard
04/02/15;488.76;Subacquea
04/02/15;936.05;Trekking
05/02/15;1449.1;Arceria
05/02/15;2046.75;Bambino
05/02/15;8251.13;Calcio
05/02/15;21921.78;Casual
05/02/15;6085.4;Fitness
05/02/15;2675.24;Pesca
05/02/15;6374.94;Running
05/02/15;3649.22;Sci
06/02/15;368.42;Bambino
06/02/15;3909.29;Basket
06/02/15;6353.11;Calcio
06/02/15;23434.74;Casual
06/02/15;20292.03;Fitness
06/02/15;66.86;Nuoto
06/02/15;1831.43;Pesca
06/02/15;1744.38;Running
06/02/15;957.88;Sci
06/02/15;540.34;Snowboard
06/02/15;936.05;Trekking
07/02/15;1719.27;Bambino
07/02/15;6564.34;Calcio
07/02/15;16066.71;Casual
07/02/15;7392.86;Fitness
07/02/15;2526.51;Pesca
07/02/15;4784.76;Sci
07/02/15;275.9;Tennis
08/02/15;1350.86;Bambino
08/02/15;5525.95;Calcio
08/02/15;11832.4;Casual
08/02/15;5645.62;Fitness
08/02/15;633.67;Nuoto
08/02/15;543.07;Pattini
08/02/15;3340.02;Pesca
08/02/15;6606.91;Running
08/02/15;7892.27;Sci
08/02/15;3272.07;Snowboard
08/02/15;292.28;Subacquea
09/02/15;2113.2;Bambino
09/02/15;3758.38;Calcio
09/02/15;30603.28;Casual
09/02/15;7031.27;Fitness
09/02/15;10464.1;Pesca
09/02/15;6606.91;Running
09/02/15;3376.32;Sci
09/02/15;2180.47;Snowboard
09/02/15;36.84;Tennis
10/02/15;1772.08;Bambino
10/02/15;11712.05;Calcio
10/02/15;16345.89;Casual
10/02/15;6552.33;Fitness
10/02/15;10256.13;Pesca
10/02/15;10223.38;Sci
10/02/15;16256.65;Snowboard
10/02/15;212.86;Tennis
11/02/15;900.57;Basket
11/02/15;8279.51;Calcio
11/02/15;12604.16;Casual
11/02/15;3966.06;Fitness
11/02/15;13541.57;Pesca
11/02/15;54.31;Ping-pong
11/02/15;3639.67;Sci
11/02/15;3247.51;Snowboard
12/02/15;4150.81;Bambino
12/02/15;817.34;Basket
12/02/15;1023.38;Calcio
12/02/15;15282.67;Casual
12/02/15;6928.66;Fitness
12/02/15;2053.57;Mare
12/02/15;5833.24;Pesca
12/02/15;1951.24;Running
12/02/15;3695.61;Sci
12/02/15;633.4;Tennis
13/02/15;10422.6;Calcio
13/02/15;28363.32;Casual
13/02/15;7914.78;Fitness
13/02/15;13120.21;Pesca
13/02/15;4391.78;Running
13/02/15;6533.23;Sci
13/02/15;764.12;Snowboard
14/02/15;614.03;Basket
14/02/15;16676.92;Calcio
14/02/15;12224.83;Casual
14/02/15;5716.16;Fitness
14/02/15;618.12;Pesca
14/02/15;3269.34;Running
14/02/15;4880.27;Sci
14/02/15;2578.91;Snowboard
14/02/15;857.18;Tennis
15/02/15;982.44;Basket
15/02/15;6804.76;Calcio
15/02/15;11090.93;Casual
15/02/15;5237.22;Fitness
15/02/15;1436.82;Pesca
15/02/15;6084.03;Running
15/02/15;3573.9;Sci
15/02/15;4901.28;Snowboard
15/02/15;3668.59;Trekking
16/02/15;169.47;Arti marziali
16/02/15;1490.03;Bambino
16/02/15;4985.06;Calcio
16/02/15;21760.5;Casual
16/02/15;11673.3;Fitness
16/02/15;8117.41;Pesca
16/02/15;2617.11;Running
16/02/15;1471.2;Sci
16/02/15;2682.88;Snowboard
16/02/15;196.49;Tennis
17/02/15;2046.75;Bambino
17/02/15;2222.77;Basket
17/02/15;7830.05;Calcio
17/02/15;41922.49;Casual
17/02/15;7950.94;Fitness
17/02/15;11739.61;Pesca
17/02/15;4926.66;Running
17/02/15;2865.45;Sci
18/02/15;817.34;Basket
18/02/15;13956.65;Calcio
18/02/15;20948.62;Casual
18/02/15;14235.01;Fitness
18/02/15;560.81;Nuoto
18/02/15;1878.1;Pesca
18/02/15;7545.69;Running
18/02/15;1412.53;Sci
19/02/15;611.3;Calcio
19/02/15;21865.43;Casual
19/02/15;5822.46;Fitness
19/02/15;298.83;Mare
19/02/15;5383.77;Pesca
19/02/15;10231.29;Running
19/02/15;27026.65;Sci
19/02/15;10768.91;Snowboard
20/02/15;614.03;Calcio
20/02/15;22309.85;Casual
20/02/15;26981.9;Fitness
20/02/15;245.61;Mare
20/02/15;1267.35;Nuoto
20/02/15;5894.64;Pesca
20/02/15;5346.11;Running
20/02/15;34233.94;Sci
20/02/15;20535.73;Snowboard
21/02/15;1772.08;Bambino
21/02/15;8871.43;Calcio
21/02/15;16469.24;Casual
21/02/15;4803.04;Fitness
21/02/15;14600.42;Pesca
21/02/15;1226.69;Running
21/02/15;36441.7;Sci
21/02/15;10029.08;Snowboard
22/02/15;859.64;Bambino
22/02/15;3261.16;Calcio
22/02/15;15545.48;Casual
22/02/15;5945.13;Fitness
22/02/15;1338.3;Nuoto
22/02/15;9455.71;Pesca
22/02/15;39629.17;Sci
22/02/15;28436.18;Snowboard
23/02/15;24490.05;Calcio
23/02/15;16140.4;Casual
23/02/15;8643.29;Fitness
23/02/15;8881.26;Pesca
23/02/15;8610;Running
23/02/15;12804.2;Sci
23/02/15;7077.93;Snowboard
23/02/15;2401.52;Trekking
24/02/15;2426.9;Bambino
24/02/15;1842.08;Basket
24/02/15;15691.75;Calcio
24/02/15;19082.81;Casual
24/02/15;2569.08;Fitness
24/02/15;352.04;Nuoto
24/02/15;1828.43;Pesca
24/02/15;2960.97;Running
24/02/15;3572.53;Sci
25/02/15;817.34;Basket
25/02/15;9959.76;Calcio
25/02/15;19459.13;Casual
25/02/15;2768.57;Fitness
25/02/15;353.41;Mare
25/02/15;133.72;Nuoto
25/02/15;6359.66;Pesca
25/02/15;5703.61;Ping-pong
25/02/15;8441.34;Running
25/02/15;886.93;Sci
25/02/15;2387.88;Snowboard
26/02/15;188.3;Basket
26/02/15;11135.96;Calcio
26/02/15;4629.07;Casual
26/02/15;2918.94;Ciclismo
26/02/15;16791.54;Fitness
26/02/15;672.97;Nuoto
26/02/15;242.88;Pattini
26/02/15;2622.02;Pesca
26/02/15;18391;Running
26/02/15;3184.74;Sci
26/02/15;489.58;Snowboard
26/02/15;1967.61;Tennis
26/02/15;319.29;Trekking
27/02/15;817.34;Basket
27/02/15;46380.99;Calcio
27/02/15;8012.48;Casual
27/02/15;6451.9;Fitness
27/02/15;548.53;Mare
27/02/15;307.01;Nuoto
27/02/15;3102.05;Pesca
27/02/15;1226.69;Rugby
27/02/15;55733;Running
27/02/15;663.15;Snowboard
28/02/15;1594.69;Bambino
28/02/15;20191.6;Calcio
28/02/15;1432.73;Casual
28/02/15;12133.68;Fitness
28/02/15;121.44;Nuoto
28/02/15;3936.86;Pesca
28/02/15;31697.34;Running
28/02/15;1105.25;Sci
01/03/15;488.49;Basket
01/03/15;13368.01;Calcio
01/03/15;15325.52;Casual
01/03/15;5941.03;Fitness
01/03/15;5920.84;Pesca
01/03/15;34711.52;Running
01/03/15;1105.25;Sci
01/03/15;614.03;Snowboard
01/03/15;169.2;Tennis
02/03/15;13544.03;Calcio
02/03/15;25201.63;Casual
02/03/15;18145.12;Fitness
02/03/15;1513.23;Mare
02/03/15;14315.11;Pesca
02/03/15;7612.55;Running
02/03/15;638.59;Snowboard
02/03/15;5019.18;Trekking
03/03/15;2386.1;Bambino
03/03/15;3149.81;Basket
03/03/15;2715.9;Calcio
03/03/15;40601.79;Casual
03/03/15;11699.22;Fitness
03/03/15;407.99;Mare
03/03/15;608.84;Nuoto
03/03/15;18775.52;Pesca
03/03/15;6310.81;Running
03/03/15;6164.54;Sci
03/03/15;2180.47;Snowboard
03/03/15;1594.01;Trekking
04/03/15;13498.18;Calcio
04/03/15;14188.34;Casual
04/03/15;3867.54;Fitness
04/03/15;900.57;Nuoto
04/03/15;5503.85;Pesca
04/03/15;6800.67;Running
04/03/15;1623.76;Sci
04/03/15;1473.66;Snowboard
05/03/15;2090.96;Basket
05/03/15;10283.69;Calcio
05/03/15;17003.85;Casual
05/03/15;18160.4;Fitness
05/03/15;4945.9;Pesca
